SNo,AIR,QuotaRaw,Institute,AllottedCategory,CandidateCategory
233,234,All India,"Government Medical College, Kozhikode, Calicut,Principal, Govt. Medical College,",Open,OBC
234,235,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",OBC,OBC
235,236,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
236,237,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
237,238,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
238,239,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,OBC
239,240,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
240,241,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
241,242,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
242,243,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
243,244,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
244,245,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
245,246,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
246,247,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
247,248,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",EWS,EWS
248,249,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
249,250,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,OBC
250,251,All India,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed",Open,General
251,252,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
252,253,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
253,254,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",Open,General
254,255,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
255,256,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
256,257,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
257,258,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
258,259,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
259,260,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",ST,ST
260,261,All India,"Seth GS Medical College, Mumbai,ACHARYA DONDE MARG PAREL MUMBAI",Open,General
261,262,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",Open,General
262,263,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
263,264,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",OBC,OBC
264,265,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",EWS,EWS
265,266,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
266,267,Self-Financed Merit,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",Open,General
267,268,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,OBC
268,269,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
269,270,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",Open,General
270,271,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
271,272,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
272,273,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
273,274,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,OBC
274,275,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",OBC,OBC
275,276,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
276,277,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,OBC
277,278,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
278,279,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
279,280,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
280,281,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
281,282,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
282,283,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
283,284,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
284,285,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,OBC
285,286,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
286,287,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,OBC
287,288,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",Open,General
288,289,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,OBC
289,290,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
290,291,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,OBC
291,292,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",EWS,EWS
292,293,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
293,294,Open Seat Quota,"Institute of Medical Sciences, BHU, Varansi,Institute of Medical Sciences, Banaras Hindu",Open,General
294,295,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
295,296,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,EWS
296,297,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
297,298,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
298,299,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
299,300,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
300,301,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,OBC
301,302,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
302,303,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
303,304,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,OBC
304,305,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
305,306,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
306,307,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
307,308,All India,"King George Medical University, Lucknow,SHAHMINA ROAD, CHOWK, LUCKNOW,",Open,General
308,309,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,OBC
309,310,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,EWS
310,311,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
311,312,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",OBC,OBC
312,313,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",OBC,OBC
313,314,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
314,315,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
315,316,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",OBC,OBC
316,317,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",OBC,OBC
317,318,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
318,319,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",OBC,OBC
319,320,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
320,321,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
321,322,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
322,323,Open Seat Quota,"AIIMS, Raipur,Tatibandh, G E Road, Raipur",Open,General
323,324,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
324,325,All India,"Madras Medical College, Chennai,MADRAS MEDICAL COLLEGE",Open,General
325,326,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",OBC,OBC
326,327,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
327,328,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",Open,General
328,329,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
329,330,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",OBC,OBC
330,331,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,OBC
331,332,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
332,333,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
333,334,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
334,335,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,EWS
335,336,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
336,337,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
337,338,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
338,339,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
339,340,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
340,341,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
341,342,Open Seat Quota,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES",Open,OBC
342,343,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
343,344,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
344,345,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",OBC,OBC
345,346,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",OBC,OBC
346,347,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",EWS,EWS
347,348,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",OBC,OBC
348,349,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",EWS,EWS
349,350,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",OBC,OBC
350,351,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",EWS,EWS
351,352,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
352,353,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
353,354,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
354,355,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
355,356,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",OBC,OBC
356,357,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
357,358,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",OBC,OBC
358,359,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
359,360,All India,"Government Medical College, Surat,Out Side Majura Gate, New Civil Hospital Campus,",Open,General
360,361,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
361,362,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
362,363,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
363,364,Open Seat Quota,"AIIMS, Raipur,Tatibandh, G E Road, Raipur",Open,General
364,365,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",SC,SC
365,366,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,OBC
366,367,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
367,368,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,OBC
368,369,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
369,370,All India,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed",Open,General
370,371,Open Seat Quota,"AIIMS Rajkot,Admission cell, Academic section, First floor, Academic block, Permanent",Open,General
371,372,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
372,373,All India,"B J Medical College, Ahmedabad,B.J. Medical College, New Civil Hospital Campus,",Open,General
373,374,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
374,375,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",Open,General
375,376,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
376,377,All India,"Madras Medical College, Chennai,MADRAS MEDICAL COLLEGE",Open,General
377,378,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
378,379,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",OBC,OBC
379,380,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",OBC,OBC
380,381,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
381,382,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,OBC
382,383,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
383,384,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
384,385,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",OBC,OBC
385,386,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",OBC,OBC
386,387,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
387,388,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",OBC,OBC
388,389,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
389,390,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,OBC
390,391,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",OBC,OBC
391,392,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
392,393,All India,"Govt. Mohan Kumaramangalam Medical College, Salem,MAJEERA KOLLAPPATTI,",Open,OBC
393,394,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
394,395,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
395,397,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
396,398,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
397,399,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",OBC,OBC
398,401,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
399,402,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",OBC,OBC
400,403,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
401,404,Open Seat Quota,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road",Open,General
402,405,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
403,406,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
404,407,All India,"Madras Medical College, Chennai,MADRAS MEDICAL COLLEGE",Open,General
405,408,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
406,409,All India,"Madras Medical College, Chennai,MADRAS MEDICAL COLLEGE",Open,General
407,410,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
408,411,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,OBC
409,412,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",Open,OBC
410,413,Open Seat Quota,"Institute of Medical Sciences, BHU, Varansi,Institute of Medical Sciences, Banaras Hindu",Open,OBC
411,414,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",OBC,OBC
412,415,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
413,416,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
414,417,All India,"MEDICAL COLLEGE, KOLKATA,88, College Street, Kolkata-700073",Open,General
415,418,All India,"Government Medical College, Kozhikode, Calicut,Principal, Govt. Medical College,",Open,General
416,419,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
417,420,All India,"Madras Medical College, Chennai,MADRAS MEDICAL COLLEGE",Open,General
418,421,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
419,422,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
420,423,Open Seat Quota,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES",Open,General
421,424,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",OBC,OBC
422,425,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",EWS,EWS
423,426,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",OBC,OBC
424,427,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",OBC,OBC
425,428,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",OBC,OBC
426,429,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",OBC,OBC
427,430,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
428,431,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
429,432,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,OBC
430,433,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",OBC,OBC
431,434,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",OBC,OBC
432,435,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",Open,General
433,436,Open Seat Quota,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES",Open,General
434,437,All India,"Government Medical College, Srinagar,Administrative Block Government Medical",Open,General
435,438,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
436,439,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
437,440,All India,"Madras Medical College, Chennai,MADRAS MEDICAL COLLEGE",Open,OBC
438,441,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",OBC,OBC
439,442,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
440,443,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
441,444,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",Open,OBC
442,445,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
443,446,All India,"Government Medical College, Kozhikode, Calicut,Principal, Govt. Medical College,",Open,OBC
444,447,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
445,448,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",OBC,OBC
446,449,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",OBC,OBC
447,450,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",OBC,OBC
448,451,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
449,452,All India,"Government Medical College, Surat,Out Side Majura Gate, New Civil Hospital Campus,",Open,General
450,453,All India,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New",OBC,OBC
451,454,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,OBC
452,455,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",OBC,OBC
453,456,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
454,457,Open Seat Quota,"AIIMS, Raipur,Tatibandh, G E Road, Raipur",Open,General
455,458,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
